DWARKESH,Dwarikesh Sugar Industries Limited,<option value=',>,</option>,<option value='DWARKESH|Dwarikesh Sugar Industries Limited'>Dwarikesh Sugar Industries Limited</option>
DYNAMATECH,Dynamatic Technologies Limited,<option value=',>,</option>,<option value='DYNAMATECH|Dynamatic Technologies Limited'>Dynamatic Technologies Limited</option>
DYNPRO,Dynemic Products Limited,<option value=',>,</option>,<option value='DYNPRO|Dynemic Products Limited'>Dynemic Products Limited</option>
EASTSILK,Eastern Silk Industries Limited,<option value=',>,</option>,<option value='EASTSILK|Eastern Silk Industries Limited'>Eastern Silk Industries Limited</option>
EASUNREYRL,Easun Reyrolle Limited,<option value=',>,</option>,<option value='EASUNREYRL|Easun Reyrolle Limited'>Easun Reyrolle Limited</option>
ECEIND,ECE Industries Limited,<option value=',>,</option>,<option value='ECEIND|ECE Industries Limited'>ECE Industries Limited</option>
ECLERX,eClerx Services Limited,<option value=',>,</option>,<option value='ECLERX|eClerx Services Limited'>eClerx Services Limited</option>
EDELWEISS,Edelweiss Financial Services Limited,<option value=',>,</option>,<option value='EDELWEISS|Edelweiss Financial Services Limited'>Edelweiss Financial Services Limited</option>
EDL,Empee Distilleries Limited,<option value=',>,</option>,<option value='EDL|Empee Distilleries Limited'>Empee Distilleries Limited</option>
EDUCOMP,Educomp Solutions Limited,<option value=',>,</option>,<option value='EDUCOMP|Educomp Solutions Limited'>Educomp Solutions Limited</option>
EICHERMOT,Eicher Motors Limited,<option value=',>,</option>,<option value='EICHERMOT|Eicher Motors Limited'>Eicher Motors Limited</option>
EIDPARRY,EID Parry India Limited,<option value=',>,</option>,<option value='EIDPARRY|EID Parry India Limited'>EID Parry India Limited</option>
EIHAHOTELS,EIH Associated Hotels Limited,<option value=',>,</option>,<option value='EIHAHOTELS|EIH Associated Hotels Limited'>EIH Associated Hotels Limited</option>
EIHOTEL,EIH Limited,<option value=',>,</option>,<option value='EIHOTEL|EIH Limited'>EIH Limited</option>
EIMCOELECO,Eimco Elecon (India) Limited,<option value=',>,</option>,<option value='EIMCOELECO|Eimco Elecon (India) Limited'>Eimco Elecon (India) Limited</option>
EKC,Everest Kanto Cylinder Limited,<option value=',>,</option>,<option value='EKC|Everest Kanto Cylinder Limited'>Everest Kanto Cylinder Limited</option>
ELAND,E-Land Apparel Limited,<option value=',>,</option>,<option value='ELAND|E-Land Apparel Limited'>E-Land Apparel Limited</option>
ELECON,Elecon Engineering Company Limited,<option value=',>,</option>,<option value='ELECON|Elecon Engineering Company Limited'>Elecon Engineering Company Limited</option>
ELECTCAST,Electrosteel Castings Limited,<option value=',>,</option>,<option value='ELECTCAST|Electrosteel Castings Limited'>Electrosteel Castings Limited</option>
ELECTHERM,Electrotherm (India) Limited,<option value=',>,</option>,<option value='ELECTHERM|Electrotherm (India) Limited'>Electrotherm (India) Limited</option>
ELGIEQUIP,Elgi Equipments Limited,<option value=',>,</option>,<option value='ELGIEQUIP|Elgi Equipments Limited'>Elgi Equipments Limited</option>
ELGIRUBCO,Elgi Rubber Company Limited,<option value=',>,</option>,<option value='ELGIRUBCO|Elgi Rubber Company Limited'>Elgi Rubber Company Limited</option>
EMAMIINFRA,Emami Infrastructure Limited,<option value=',>,</option>,<option value='EMAMIINFRA|Emami Infrastructure Limited'>Emami Infrastructure Limited</option>
EMAMILTD,Emami Limited,<option value=',>,</option>,<option value='EMAMILTD|Emami Limited'>Emami Limited</option>
EMCO,Emco Limited,<option value=',>,</option>,<option value='EMCO|Emco Limited'>Emco Limited</option>
EMKAY,Emkay Global Financial Services Limited,<option value=',>,</option>,<option value='EMKAY|Emkay Global Financial Services Limited'>Emkay Global Financial Services Limited</option>
EMMBI,Emmbi Industries Limited,<option value=',>,</option>,<option value='EMMBI|Emmbi Industries Limited'>Emmbi Industries Limited</option>
ENDURANCE,Endurance Technologies Limited,<option value=',>,</option>,<option value='ENDURANCE|Endurance Technologies Limited'>Endurance Technologies Limited</option>
ENERGYDEV,Energy Development Company Limited,<option value=',>,</option>,<option value='ENERGYDEV|Energy Development Company Limited'>Energy Development Company Limited</option>
ENGINERSIN,Engineers India Limited,<option value=',>,</option>,<option value='ENGINERSIN|Engineers India Limited'>Engineers India Limited</option>
ENIL,Entertainment Network (India) Limited,<option value=',>,</option>,<option value='ENIL|Entertainment Network (India) Limited'>Entertainment Network (India) Limited</option>
EON,Eon Electric Limited,<option value=',>,</option>,<option value='EON|Eon Electric Limited'>Eon Electric Limited</option>
EQUITAS,Equitas Holdings Limited,<option value=',>,</option>,<option value='EQUITAS|Equitas Holdings Limited'>Equitas Holdings Limited</option>
EQUITAS,Equitas Holdings Limited,<option value=',>,</option>,<option value='EQUITAS|Equitas Holdings Limited'>Equitas Holdings Limited</option>
ERIS,Eris Lifesciences Limited,<option value=',>,</option>,<option value='ERIS|Eris Lifesciences Limited'>Eris Lifesciences Limited</option>
EROSMEDIA,Eros International Media Limited,<option value=',>,</option>,<option value='EROSMEDIA|Eros International Media Limited'>Eros International Media Limited</option>
ESABINDIA,Esab India Limited,<option value=',>,</option>,<option value='ESABINDIA|Esab India Limited'>Esab India Limited</option>
ESCORTS,Escorts Limited,<option value=',>,</option>,<option value='ESCORTS|Escorts Limited'>Escorts Limited</option>
ESL,Electrosteel Steels Limited,<option value=',>,</option>,<option value='ESL|Electrosteel Steels Limited'>Electrosteel Steels Limited</option>
ESSARSHPNG,Essar Shipping Limited,<option value=',>,</option>,<option value='ESSARSHPNG|Essar Shipping Limited'>Essar Shipping Limited</option>
ESSDEE,Ess Dee Aluminium Limited,<option value=',>,</option>,<option value='ESSDEE|Ess Dee Aluminium Limited'>Ess Dee Aluminium Limited</option>
ESSELPACK,Essel Propack Limited,<option value=',>,</option>,<option value='ESSELPACK|Essel Propack Limited'>Essel Propack Limited</option>
ESTER,Ester Industries Limited,<option value=',>,</option>,<option value='ESTER|Ester Industries Limited'>Ester Industries Limited</option>
EUROCERA,Euro Ceramics Limited,<option value=',>,</option>,<option value='EUROCERA|Euro Ceramics Limited'>Euro Ceramics Limited</option>
EUROMULTI,Euro Multivision Limited,<option value=',>,</option>,<option value='EUROMULTI|Euro Multivision Limited'>Euro Multivision Limited</option>
EUROTEXIND,Eurotex Industries and Exports Limited,<option value=',>,</option>,<option value='EUROTEXIND|Eurotex Industries and Exports Limited'>Eurotex Industries and Exports Limited</option>
EVEREADY,Eveready Industries India Limited,<option value=',>,</option>,<option value='EVEREADY|Eveready Industries India Limited'>Eveready Industries India Limited</option>
EVERESTIND,Everest Industries Limited,<option value=',>,</option>,<option value='EVERESTIND|Everest Industries Limited'>Everest Industries Limited</option>
EXCEL,Excel Realty N Infra Limited,<option value=',>,</option>,<option value='EXCEL|Excel Realty N Infra Limited'>Excel Realty N Infra Limited</option>
EXCELCROP,Excel Crop Care Limited,<option value=',>,</option>,<option value='EXCELCROP|Excel Crop Care Limited'>Excel Crop Care Limited</option>
EXCELINDUS,Excel Industries Limited,<option value=',>,</option>,<option value='EXCELINDUS|Excel Industries Limited'>Excel Industries Limited</option>
EXIDEIND,Exide Industries Limited,<option value=',>,</option>,<option value='EXIDEIND|Exide Industries Limited'>Exide Industries Limited</option>
FACT,Fertilizers and Chemicals Travancore Limited,<option value=',>,</option>,<option value='FACT|Fertilizers and Chemicals Travancore Limited'>Fertilizers and Chemicals Travancore Limited</option>
FAIRCHEM,Fairchem Speciality Limited,<option value=',>,</option>,<option value='FAIRCHEM|Fairchem Speciality Limited'>Fairchem Speciality Limited</option>
FCL,Fineotex Chemical Limited,<option value=',>,</option>,<option value='FCL|Fineotex Chemical Limited'>Fineotex Chemical Limited</option>
FCONSUMER,Future Consumer Limited,<option value=',>,</option>,<option value='FCONSUMER|Future Consumer Limited'>Future Consumer Limited</option>
FDC,FDC Limited,<option value=',>,</option>,<option value='FDC|FDC Limited'>FDC Limited</option>
FEDDERELEC,Fedders Electric and Engineering Limited,<option value=',>,</option>,<option value='FEDDERELEC|Fedders Electric and Engineering Limited'>Fedders Electric and Engineering Limited</option>
FEDERALBNK,The Federal Bank  Limited,<option value=',>,</option>,<option value='FEDERALBNK|The Federal Bank  Limited'>The Federal Bank  Limited</option>
FEL,Future Enterprises Limited,<option value=',>,</option>,<option value='FEL|Future Enterprises Limited'>Future Enterprises Limited</option>
FELDVR,Future Enterprises Limited,<option value=',>,</option>,<option value='FELDVR|Future Enterprises Limited'>Future Enterprises Limited</option>
FIEMIND,Fiem Industries Limited,<option value=',>,</option>,<option value='FIEMIND|Fiem Industries Limited'>Fiem Industries Limited</option>
FILATEX,Filatex India Limited,<option value=',>,</option>,<option value='FILATEX|Filatex India Limited'>Filatex India Limited</option>
FINCABLES,Finolex Cables Limited,<option value=',>,</option>,<option value='FINCABLES|Finolex Cables Limited'>Finolex Cables Limited</option>
FINPIPE,Finolex Industries Limited,<option value=',>,</option>,<option value='FINPIPE|Finolex Industries Limited'>Finolex Industries Limited</option>
FLEXITUFF,Flexituff International Limited,<option value=',>,</option>,<option value='FLEXITUFF|Flexituff International Limited'>Flexituff International Limited</option>
FLFL,Future Lifestyle Fashions Limited,<option value=',>,</option>,<option value='FLFL|Future Lifestyle Fashions Limited'>Future Lifestyle Fashions Limited</option>
FMGOETZE,Federal-Mogul Goetze (India) Limited.,<option value=',>,</option>,<option value='FMGOETZE|Federal-Mogul Goetze (India) Limited.'>Federal-Mogul Goetze (India) Limited.</option>
FMNL,Future Market Networks Limited,<option value=',>,</option>,<option value='FMNL|Future Market Networks Limited'>Future Market Networks Limited</option>
FORTIS,Fortis Healthcare Limited,<option value=',>,</option>,<option value='FORTIS|Fortis Healthcare Limited'>Fortis Healthcare Limited</option>
FORTUNEFIN,Fortune Financial Services (India) Limited,<option value=',>,</option>,<option value='FORTUNEFIN|Fortune Financial Services (India) Limited'>Fortune Financial Services (India) Limited</option>
FOSECOIND,Foseco India Limited,<option value=',>,</option>,<option value='FOSECOIND|Foseco India Limited'>Foseco India Limited</option>
FRETAIL,Future Retail Limited,<option value=',>,</option>,<option value='FRETAIL|Future Retail Limited'>Future Retail Limited</option>
FSL,Firstsource Solutions Limited,<option value=',>,</option>,<option value='FSL|Firstsource Solutions Limited'>Firstsource Solutions Limited</option>
GABRIEL,Gabriel India Limited,<option value=',>,</option>,<option value='GABRIEL|Gabriel India Limited'>Gabriel India Limited</option>
GAEL,Gujarat Ambuja Exports Limited,<option value=',>,</option>,<option value='GAEL|Gujarat Ambuja Exports Limited'>Gujarat Ambuja Exports Limited</option>
GAIL,GAIL (India) Limited,<option value=',>,</option>,<option value='GAIL|GAIL (India) Limited'>GAIL (India) Limited</option>
GAL,Gyscoal Alloys Limited,<option value=',>,</option>,<option value='GAL|Gyscoal Alloys Limited'>Gyscoal Alloys Limited</option>
GAMMNINFRA,Gammon Infrastructure Projects Limited,<option value=',>,</option>,<option value='GAMMNINFRA|Gammon Infrastructure Projects Limited'>Gammon Infrastructure Projects Limited</option>
GAMMONIND,Gammon India Limited,<option value=',>,</option>,<option value='GAMMONIND|Gammon India Limited'>Gammon India Limited</option>
GANDHITUBE,Gandhi Special Tubes Limited,<option value=',>,</option>,<option value='GANDHITUBE|Gandhi Special Tubes Limited'>Gandhi Special Tubes Limited</option>
GANECOS,Ganesha Ecosphere Limited,<option value=',>,</option>,<option value='GANECOS|Ganesha Ecosphere Limited'>Ganesha Ecosphere Limited</option>
GANESHHOUC,Ganesh Housing Corporation Limited,<option value=',>,</option>,<option value='GANESHHOUC|Ganesh Housing Corporation Limited'>Ganesh Housing Corporation Limited</option>
GANGESSECU,Ganges Securities Limited,<option value=',>,</option>,<option value='GANGESSECU|Ganges Securities Limited'>Ganges Securities Limited</option>
GANGOTRI,Gangotri Textiles Limited,<option value=',>,</option>,<option value='GANGOTRI|Gangotri Textiles Limited'>Gangotri Textiles Limited</option>
GARDENSILK,Garden Silk Mills Limited,<option value=',>,</option>,<option value='GARDENSILK|Garden Silk Mills Limited'>Garden Silk Mills Limited</option>
GARWALLROP,Garware  Wall Ropes Limited,<option value=',>,</option>,<option value='GARWALLROP|Garware  Wall Ropes Limited'>Garware  Wall Ropes Limited</option>
GATI,GATI Limited,<option value=',>,</option>,<option value='GATI|GATI Limited'>GATI Limited</option>
GAYAPROJ,Gayatri Projects Limited,<option value=',>,</option>,<option value='GAYAPROJ|Gayatri Projects Limited'>Gayatri Projects Limited</option>
GDL,Gateway Distriparks Limited,<option value=',>,</option>,<option value='GDL|Gateway Distriparks Limited'>Gateway Distriparks Limited</option>
GEECEE,GeeCee Ventures Limited,<option value=',>,</option>,<option value='GEECEE|GeeCee Ventures Limited'>GeeCee Ventures Limited</option>
GEMINI,Gemini Communication Limited,<option value=',>,</option>,<option value='GEMINI|Gemini Communication Limited'>Gemini Communication Limited</option>
GENESYS,Genesys International Corporation Limited,<option value=',>,</option>,<option value='GENESYS|Genesys International Corporation Limited'>Genesys International Corporation Limited</option>
GENUSPAPER,Genus Paper  &#38;  Boards Limited,<option value=',>,</option>,<option value='GENUSPAPER|Genus Paper  &#38;  Boards Limited'>Genus Paper  &#38;  Boards Limited</option>
GENUSPOWER,Genus Power Infrastructures Limited,<option value=',>,</option>,<option value='GENUSPOWER|Genus Power Infrastructures Limited'>Genus Power Infrastructures Limited</option>
GEOJITFSL,Geojit Financial Services Limited,<option value=',>,</option>,<option value='GEOJITFSL|Geojit Financial Services Limited'>Geojit Financial Services Limited</option>
GEPIL,GE Power India Limited,<option value=',>,</option>,<option value='GEPIL|GE Power India Limited'>GE Power India Limited</option>
GESHIP,The Great Eastern Shipping Company Limited,<option value=',>,</option>,<option value='GESHIP|The Great Eastern Shipping Company Limited'>The Great Eastern Shipping Company Limited</option>
GET&D,GE T &#38; D India Limited,<option value=',>,</option>,<option value='GET&D|GE T &#38; D India Limited'>GE T &#38; D India Limited</option>
GHCL,GHCL Limited,<option value=',>,</option>,<option value='GHCL|GHCL Limited'>GHCL Limited</option>
GICHSGFIN,GIC Housing Finance Limited,<option value=',>,</option>,<option value='GICHSGFIN|GIC Housing Finance Limited'>GIC Housing Finance Limited</option>
GILLANDERS,Gillanders Arbuthnot  &#38;  Company Limited,<option value=',>,</option>,<option value='GILLANDERS|Gillanders Arbuthnot  &#38;  Company Limited'>Gillanders Arbuthnot  &#38;  Company Limited</option>
GILLETTE,Gillette India Limited,<option value=',>,</option>,<option value='GILLETTE|Gillette India Limited'>Gillette India Limited</option>
GINNIFILA,Ginni Filaments Limited,<option value=',>,</option>,<option value='GINNIFILA|Ginni Filaments Limited'>Ginni Filaments Limited</option>
GIPCL,Gujarat Industries Power Company Limited,<option value=',>,</option>,<option value='GIPCL|Gujarat Industries Power Company Limited'>Gujarat Industries Power Company Limited</option>
GISOLUTION,GI Engineering Solutions Limited,<option value=',>,</option>,<option value='GISOLUTION|GI Engineering Solutions Limited'>GI Engineering Solutions Limited</option>
GITANJALI,Gitanjali Gems Limited,<option value=',>,</option>,<option value='GITANJALI|Gitanjali Gems Limited'>Gitanjali Gems Limited</option>
GKWLIMITED,GKW Limited,<option value=',>,</option>,<option value='GKWLIMITED|GKW Limited'>GKW Limited</option>
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,<option value=',>,</option>,<option value='GLAXO|GlaxoSmithKline Pharmaceuticals Limited'>GlaxoSmithKline Pharmaceuticals Limited</option>
GLENMARK,Glenmark Pharmaceuticals Limited,<option value=',>,</option>,<option value='GLENMARK|Glenmark Pharmaceuticals Limited'>Glenmark Pharmaceuticals Limited</option>
GLFL,Gujarat Lease Financing Limited,<option value=',>,</option>,<option value='GLFL|Gujarat Lease Financing Limited'>Gujarat Lease Financing Limited</option>
GLOBALVECT,Global Vectra Helicorp Limited,<option value=',>,</option>,<option value='GLOBALVECT|Global Vectra Helicorp Limited'>Global Vectra Helicorp Limited</option>
GLOBOFFS,Global Offshore Services Limited,<option value=',>,</option>,<option value='GLOBOFFS|Global Offshore Services Limited'>Global Offshore Services Limited</option>
GLOBUSSPR,Globus Spirits Limited,<option value=',>,</option>,<option value='GLOBUSSPR|Globus Spirits Limited'>Globus Spirits Limited</option>
GMBREW,GM Breweries Limited,<option value=',>,</option>,<option value='GMBREW|GM Breweries Limited'>GM Breweries Limited</option>
GMDCLTD,Gujarat Mineral Development Corporation Limited,<option value=',>,</option>,<option value='GMDCLTD|Gujarat Mineral Development Corporation Limited'>Gujarat Mineral Development Corporation Limited</option>
GMRINFRA,GMR Infrastructure Limited,<option value=',>,</option>,<option value='GMRINFRA|GMR Infrastructure Limited'>GMR Infrastructure Limited</option>
GNA,GNA Axles Limited,<option value=',>,</option>,<option value='GNA|GNA Axles Limited'>GNA Axles Limited</option>
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,<option value=',>,</option>,<option value='GNFC|Gujarat Narmada Valley Fertilizers and Chemicals Limited'>Gujarat Narmada Valley Fertilizers and Chemicals Limited</option>
GOACARBON,Goa Carbon Limited,<option value=',>,</option>,<option value='GOACARBON|Goa Carbon Limited'>Goa Carbon Limited</option>
GOCLCORP,GOCL Corporation Limited,<option value=',>,</option>,<option value='GOCLCORP|GOCL Corporation Limited'>GOCL Corporation Limited</option>
GODFRYPHLP,Godfrey Phillips India Limited,<option value=',>,</option>,<option value='GODFRYPHLP|Godfrey Phillips India Limited'>Godfrey Phillips India Limited</option>
GODREJCP,Godrej Consumer Products Limited,<option value=',>,</option>,<option value='GODREJCP|Godrej Consumer Products Limited'>Godrej Consumer Products Limited</option>
GODREJIND,Godrej Industries Limited,<option value=',>,</option>,<option value='GODREJIND|Godrej Industries Limited'>Godrej Industries Limited</option>
GODREJPROP,Godrej Properties Limited,<option value=',>,</option>,<option value='GODREJPROP|Godrej Properties Limited'>Godrej Properties Limited</option>
GOENKA,Goenka Diamond and Jewels Limited,<option value=',>,</option>,<option value='GOENKA|Goenka Diamond and Jewels Limited'>Goenka Diamond and Jewels Limited</option>
GOKEX,Gokaldas Exports Limited,<option value=',>,</option>,<option value='GOKEX|Gokaldas Exports Limited'>Gokaldas Exports Limited</option>
GOKUL,Gokul Refoils and Solvent Limited,<option value=',>,</option>,<option value='GOKUL|Gokul Refoils and Solvent Limited'>Gokul Refoils and Solvent Limited</option>
GOKULAGRO,Gokul Agro Resources Limited,<option value=',>,</option>,<option value='GOKULAGRO|Gokul Agro Resources Limited'>Gokul Agro Resources Limited</option>
GOLDENTOBC,Golden Tobacco Limited,<option value=',>,</option>,<option value='GOLDENTOBC|Golden Tobacco Limited'>Golden Tobacco Limited</option>
GOLDIAM,Goldiam International Limited,<option value=',>,</option>,<option value='GOLDIAM|Goldiam International Limited'>Goldiam International Limited</option>
GOLDINFRA,Goldstone Infratech Limited,<option value=',>,</option>,<option value='GOLDINFRA|Goldstone Infratech Limited'>Goldstone Infratech Limited</option>
GOLDTECH,Goldstone Technologies Limited,<option value=',>,</option>,<option value='GOLDTECH|Goldstone Technologies Limited'>Goldstone Technologies Limited</option>
GOODLUCK,Goodluck India Limited,<option value=',>,</option>,<option value='GOODLUCK|Goodluck India Limited'>Goodluck India Limited</option>
GPIL,Godawari Power And Ispat limited,<option value=',>,</option>,<option value='GPIL|Godawari Power And Ispat limited'>Godawari Power And Ispat limited</option>
GPPL,Gujarat Pipavav Port Limited,<option value=',>,</option>,<option value='GPPL|Gujarat Pipavav Port Limited'>Gujarat Pipavav Port Limited</option>
GPTINFRA,GPT Infraprojects Limited,<option value=',>,</option>,<option value='GPTINFRA|GPT Infraprojects Limited'>GPT Infraprojects Limited</option>
GRANULES,Granules India Limited,<option value=',>,</option>,<option value='GRANULES|Granules India Limited'>Granules India Limited</option>
GRAPHITE,Graphite India Limited,<option value=',>,</option>,<option value='GRAPHITE|Graphite India Limited'>Graphite India Limited</option>
GRASIM,Grasim Industries Limited,<option value=',>,</option>,<option value='GRASIM|Grasim Industries Limited'>Grasim Industries Limited</option>
GRAVITA,Gravita India Limited,<option value=',>,</option>,<option value='GRAVITA|Gravita India Limited'>Gravita India Limited</option>
GREAVESCOT,Greaves Cotton Limited,<option value=',>,</option>,<option value='GREAVESCOT|Greaves Cotton Limited'>Greaves Cotton Limited</option>
GREENLAM,Greenlam Industries Limited,<option value=',>,</option>,<option value='GREENLAM|Greenlam Industries Limited'>Greenlam Industries Limited</option>
GREENPLY,Greenply Industries Limited,<option value=',>,</option>,<option value='GREENPLY|Greenply Industries Limited'>Greenply Industries Limited</option>
GREENPOWER,Orient Green Power Company Limited,<option value=',>,</option>,<option value='GREENPOWER|Orient Green Power Company Limited'>Orient Green Power Company Limited</option>
GRINDWELL,Grindwell Norton Limited,<option value=',>,</option>,<option value='GRINDWELL|Grindwell Norton Limited'>Grindwell Norton Limited</option>
GROBTEA,The Grob Tea Company Limited,<option value=',>,</option>,<option value='GROBTEA|The Grob Tea Company Limited'>The Grob Tea Company Limited</option>
GRPLTD,GRP Limited,<option value=',>,</option>,<option value='GRPLTD|GRP Limited'>GRP Limited</option>
GRUH,Gruh Finance Limited,<option value=',>,</option>,<option value='GRUH|Gruh Finance Limited'>Gruh Finance Limited</option>
GSCLCEMENT,Gujarat Sidhee Cement Limited,<option value=',>,</option>,<option value='GSCLCEMENT|Gujarat Sidhee Cement Limited'>Gujarat Sidhee Cement Limited</option>
GSFC,Gujarat State Fertilizers  &#38;  Chemicals Limited,<option value=',>,</option>,<option value='GSFC|Gujarat State Fertilizers  &#38;  Chemicals Limited'>Gujarat State Fertilizers  &#38;  Chemicals Limited</option>
GSFC,Gujarat State Fertilizers  &#38;  Chemicals Limited,<option value=',>,</option>,<option value='GSFC|Gujarat State Fertilizers  &#38;  Chemicals Limited'>Gujarat State Fertilizers  &#38;  Chemicals Limited</option>
GSKCONS,GlaxoSmithKline Consumer Healthcare Limited,<option value=',>,</option>,<option value='GSKCONS|GlaxoSmithKline Consumer Healthcare Limited'>GlaxoSmithKline Consumer Healthcare Limited</option>
GSPL,Gujarat State Petronet Limited,<option value=',>,</option>,<option value='GSPL|Gujarat State Petronet Limited'>Gujarat State Petronet Limited</option>
GSS,GSS Infotech Limited,<option value=',>,</option>,<option value='GSS|GSS Infotech Limited'>GSS Infotech Limited</option>
GTL,GTL Limited,<option value=',>,</option>,<option value='GTL|GTL Limited'>GTL Limited</option>
GTLINFRA,GTL Infrastructure Limited,<option value=',>,</option>,<option value='GTLINFRA|GTL Infrastructure Limited'>GTL Infrastructure Limited</option>
GTNIND,GTN Industries Limited,<option value=',>,</option>,<option value='GTNIND|GTN Industries Limited'>GTN Industries Limited</option>
GTNTEX,GTN Textiles Limited,<option value=',>,</option>,<option value='GTNTEX|GTN Textiles Limited'>GTN Textiles Limited</option>
GTPL,GTPL Hathway Limited,<option value=',>,</option>,<option value='GTPL|GTPL Hathway Limited'>GTPL Hathway Limited</option>
GUFICBIO,Gufic Biosciences Limited,<option value=',>,</option>,<option value='GUFICBIO|Gufic Biosciences Limited'>Gufic Biosciences Limited</option>
GUJALKALI,Gujarat Alkalies and Chemicals Limited,<option value=',>,</option>,<option value='GUJALKALI|Gujarat Alkalies and Chemicals Limited'>Gujarat Alkalies and Chemicals Limited</option>
GUJAPOLLO,Gujarat Apollo Industries Limited,<option value=',>,</option>,<option value='GUJAPOLLO|Gujarat Apollo Industries Limited'>Gujarat Apollo Industries Limited</option>
GUJFLUORO,Gujarat Fluorochemicals Limited,<option value=',>,</option>,<option value='GUJFLUORO|Gujarat Fluorochemicals Limited'>Gujarat Fluorochemicals Limited</option>
GUJGASLTD,Gujarat Gas Limited,<option value=',>,</option>,<option value='GUJGASLTD|Gujarat Gas Limited'>Gujarat Gas Limited</option>
GUJNRECOKE,Gujarat NRE Coke Limited,<option value=',>,</option>,<option value='GUJNRECOKE|Gujarat NRE Coke Limited'>Gujarat NRE Coke Limited</option>
GUJNREDVR,Gujarat NRE Coke Limited,<option value=',>,</option>,<option value='GUJNREDVR|Gujarat NRE Coke Limited'>Gujarat NRE Coke Limited</option>
GULFOILLUB,Gulf Oil Lubricants India Limited,<option value=',>,</option>,<option value='GULFOILLUB|Gulf Oil Lubricants India Limited'>Gulf Oil Lubricants India Limited</option>
GULFPETRO,GP Petroleums Limited,<option value=',>,</option>,<option value='GULFPETRO|GP Petroleums Limited'>GP Petroleums Limited</option>
GULPOLY,Gulshan Polyols Limited,<option value=',>,</option>,<option value='GULPOLY|Gulshan Polyols Limited'>Gulshan Polyols Limited</option>
GVKPIL,GVK Power  &#38;  Infrastructure Limited,<option value=',>,</option>,<option value='GVKPIL|GVK Power  &#38;  Infrastructure Limited'>GVK Power  &#38;  Infrastructure Limited</option>
HANUNG,Hanung Toys and Textiles Limited,<option value=',>,</option>,<option value='HANUNG|Hanung Toys and Textiles Limited'>Hanung Toys and Textiles Limited</option>
HARITASEAT,Harita Seating Systems Limited,<option value=',>,</option>,<option value='HARITASEAT|Harita Seating Systems Limited'>Harita Seating Systems Limited</option>
HARRMALAYA,Harrisons  Malayalam Limited,<option value=',>,</option>,<option value='HARRMALAYA|Harrisons  Malayalam Limited'>Harrisons  Malayalam Limited</option>
HATHWAY,Hathway Cable  &#38;  Datacom Limited,<option value=',>,</option>,<option value='HATHWAY|Hathway Cable  &#38;  Datacom Limited'>Hathway Cable  &#38;  Datacom Limited</option>
HATSUN,Hatsun Agro Product Limited,<option value=',>,</option>,<option value='HATSUN|Hatsun Agro Product Limited'>Hatsun Agro Product Limited</option>
HAVELLS,Havells India Limited,<option value=',>,</option>,<option value='HAVELLS|Havells India Limited'>Havells India Limited</option>
HBLPOWER,HBL Power Systems Limited,<option value=',>,</option>,<option value='HBLPOWER|HBL Power Systems Limited'>HBL Power Systems Limited</option>
HBSTOCK,HB Stockholdings Limited,<option value=',>,</option>,<option value='HBSTOCK|HB Stockholdings Limited'>HB Stockholdings Limited</option>
HCC,Hindustan Construction Company Limited,<option value=',>,</option>,<option value='HCC|Hindustan Construction Company Limited'>Hindustan Construction Company Limited</option>
HCG,Healthcare Global Enterprises Limited,<option value=',>,</option>,<option value='HCG|Healthcare Global Enterprises Limited'>Healthcare Global Enterprises Limited</option>
HCL-INSYS,HCL Infosystems Limited,<option value=',>,</option>,<option value='HCL-INSYS|HCL Infosystems Limited'>HCL Infosystems Limited</option>
HCLTECH,HCL Technologies Limited,<option value=',>,</option>,<option value='HCLTECH|HCL Technologies Limited'>HCL Technologies Limited</option>
HDFC,Housing Development Finance Corporation Limited,<option value=',>,</option>,<option value='HDFC|Housing Development Finance Corporation Limited'>Housing Development Finance Corporation Limited</option>
HDFCBANK,HDFC Bank Limited,<option value=',>,</option>,<option value='HDFCBANK|HDFC Bank Limited'>HDFC Bank Limited</option>
HDFCBANK,HDFC Bank Limited,<option value=',>,</option>,<option value='HDFCBANK|HDFC Bank Limited'>HDFC Bank Limited</option>
HDIL,Housing Development and Infrastructure Limited,<option value=',>,</option>,<option value='HDIL|Housing Development and Infrastructure Limited'>Housing Development and Infrastructure Limited</option>
HEG,HEG Limited,<option value=',>,</option>,<option value='HEG|HEG Limited'>HEG Limited</option>
HEIDELBERG,HeidelbergCement India Limited,<option value=',>,</option>,<option value='HEIDELBERG|HeidelbergCement India Limited'>HeidelbergCement India Limited</option>
HERCULES,Hercules Hoists Limited,<option value=',>,</option>,<option value='HERCULES|Hercules Hoists Limited'>Hercules Hoists Limited</option>
HERITGFOOD,Heritage Foods Limited,<option value=',>,</option>,<option value='HERITGFOOD|Heritage Foods Limited'>Heritage Foods Limited</option>
HEROMOTOCO,Hero MotoCorp Limited,<option value=',>,</option>,<option value='HEROMOTOCO|Hero MotoCorp Limited'>Hero MotoCorp Limited</option>
HESTERBIO,Hester Biosciences Limited,<option value=',>,</option>,<option value='HESTERBIO|Hester Biosciences Limited'>Hester Biosciences Limited</option>
